# I_avg I_var I_errs
3.583100000000000174e-01 9.132683749999999918e+02 5.506188274527818631e-04
3.747547999999999990e-01 8.266682310000001053e+02 5.687161702279908094e-04
3.904224000000000028e-01 8.715308639999999514e+02 6.544555144803172568e-04
4.022580000000000044e-01 8.437309749999999440e+02 5.863248517883277436e-04
4.151607999999999965e-01 8.517303959999999279e+02 5.257862494543046354e-04
4.263627999999999862e-01 7.702083509999999933e+02 6.587055451821684964e-04
4.359416000000000402e-01 8.269906840000001012e+02 6.985196627742022582e-04
4.451892000000000071e-01 7.985242709999998851e+02 5.224277639866291723e-04
4.521416000000000324e-01 7.135866839999999911e+02 5.593821489876588853e-04
4.605176000000000269e-01 8.759695639999999912e+02 6.001995962564759873e-04
4.674899999999999611e-01 7.859913749999999482e+02 7.638130912457335303e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.300290155461490071e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.880372055025119473e-04
8.852839999999999321e-02 2.289927958999999646e+03 5.717428996549595542e-04
1.437995999999999996e-01 1.628195998999999802e+03 4.941612589300152470e-04
1.890792000000000028e-01 1.042032795999999962e+03 5.999455074575109651e-04
2.314724000000000226e-01 1.165395238999999947e+03 6.062174843843257674e-04
2.668996000000000146e-01 9.959029990000000225e+02 5.640911579955932426e-04
2.967063999999999813e-01 9.799992440000000897e+02 5.536433895869390283e-04
3.224656000000000189e-01 9.330671039999999721e+02 5.734901043440989669e-04
3.450532000000000044e-01 8.887483109999998305e+02 6.029761960711130893e-04
3.646307999999999772e-01 8.546860709999999699e+02 5.879490673003879642e-04
3.821791999999999967e-01 8.836492960000000494e+02 6.177286656568807500e-04
3.967004000000000086e-01 8.151069990000000871e+02 6.245818018430189869e-04
4.112504000000000159e-01 8.222561240000001135e+02 6.524614372089837652e-04
4.226912000000000447e-01 8.308840160000000878e+02 5.674779525188088786e-04
4.348600000000000243e-01 7.929015000000000555e+02 5.496468017631436038e-04
4.436484000000000538e-01 8.162003589999999349e+02 5.656521808616077384e-04
4.526452000000000253e-01 7.540752309999999170e+02 6.419876487016277925e-04
4.621763999999999872e-01 8.256785190000000512e+02 6.296646417146816582e-04
4.678636000000000461e-01 7.819667190000000119e+02 6.488947746011766151e-04
4.761811999999999712e-01 7.567517909999999119e+02 6.635801554761059338e-04
0.000000000000000000e+00 0.000000000000000000e+00 6.001086022544300505e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.892688564499822196e-04
9.104080000000000505e-02 2.288677595999999994e+03 6.318989556724572808e-04
1.448720000000000008e-01 1.478271600000000035e+03 7.252430443981374916e-04
1.947344000000000019e-01 1.107819104000000152e+03 6.304915909348913572e-04
2.357228000000000101e-01 9.446827509999999393e+02 6.106533033888581537e-04
2.719039999999999790e-01 1.169186399999999821e+03 5.763578057297547236e-04
3.018616000000000077e-01 8.870862839999999778e+02 6.374922008276689761e-04
3.278512000000000093e-01 8.663936160000000655e+02 5.963542927156031698e-04
3.506023999999999807e-01 8.925259639999999308e+02 5.644763656241667468e-04
3.709260000000000335e-01 7.710717749999998887e+02 5.908246640203208182e-04
3.885184000000000415e-01 8.917483840000001010e+02 5.980211897648773272e-04
4.033776000000000028e-01 8.329928639999999405e+02 5.797438742792313362e-04
4.178832000000000102e-01 8.175767359999999826e+02 6.527193929785560103e-04
4.294572000000000389e-01 8.121875509999998712e+02 5.614982156051327158e-04
4.412275999999999976e-01 7.249702390000001060e+02 6.962742156314502854e-04
4.503752000000000311e-01 8.061721560000002000e+02 6.839005311991434638e-04
4.605131999999999559e-01 7.745489109999999755e+02 6.156603199103100185e-04
4.699043999999999999e-01 7.883718789999999217e+02 6.009410803270835450e-04
4.770363999999999716e-01 7.818617189999999937e+02 6.129486032140968235e-04
4.842116000000000198e-01 8.259851589999999533e+02 6.150004043424161983e-04
