# I_avg I_var I_errs
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
2.799999999999999873e-06 2.095100000000000781e-02 2.428073807613831262e-14
0.000000000000000000e+00 0.000000000000000000e+00 2.330227227997577593e-14
0.000000000000000000e+00 0.000000000000000000e+00 1.984208443246384212e-14
0.000000000000000000e+00 0.000000000000000000e+00 2.231218031066596461e-14
4.279999999999999679e-05 6.295509999999999717e-01 5.240770673091540118e-12
6.823999999999999988e-04 3.644356400000000917e+01 1.438914855153677299e-09
0.000000000000000000e+00 0.000000000000000000e+00 1.388966746981551161e-09
5.908000000000000491e-04 2.171147099999999242e+01 1.600943626745489617e-09
6.620000000000000450e-04 2.722397500000000292e+01 2.294348630153980023e-09
1.366799999999999829e-03 8.682511099999996418e+01 5.391167598080315388e-09
4.376000000000000115e-04 2.531916400000000422e+01 5.833083723975424968e-09
1.473200000000000030e-03 1.700165109999999800e+02 8.228889808453074529e-09
7.079999999999999705e-04 6.351709999999998502e+01 8.070004921830833638e-09
0.000000000000000000e+00 0.000000000000000000e+00 6.849232906427738087e-09
0.000000000000000000e+00 0.000000000000000000e+00 8.343865923463951243e-09
0.000000000000000000e+00 0.000000000000000000e+00 7.975372448863959132e-09
0.000000000000000000e+00 0.000000000000000000e+00 8.013746113336661098e-09
0.000000000000000000e+00 0.000000000000000000e+00 6.663722344690533766e-09
2.299999999999999799e-04 1.059237500000000587e+01 6.760988441475379933e-09
2.871999999999999879e-04 1.191047599999999562e+01 7.056670609002466319e-09
1.055200000000000062e-03 7.388695600000001207e+01 7.494718332137634209e-09
1.562800000000000040e-03 1.806743510000000015e+02 8.680688468480721240e-09
7.571200000000000152e-03 9.702208160000001271e+02 1.573636610621822702e-07
1.966479999999999964e-02 9.202397560000000567e+02 1.045322645832918260e-06
3.847919999999999813e-02 1.295564796000000115e+03 3.858190189090078200e-06
2.913480000000000236e-02 6.821024310000001378e+02 5.026712804086476080e-06
6.681760000000000477e-02 2.462100063999999747e+03 1.346663713018063122e-05
8.699160000000000226e-02 1.720759558999999854e+03 1.956096226862809052e-05
8.377880000000000049e-02 1.912263191000000006e+03 2.664632268048260322e-05
1.005879999999999969e-01 2.150043099999999868e+03 3.491084060088577652e-05
1.105940000000000117e-01 2.038255775000000085e+03 4.431372079618071133e-05
1.256612000000000007e-01 2.069201591000000008e+03 6.151321994100017812e-05
1.289384000000000086e-01 1.642696283999999878e+03 7.534088831031509703e-05
1.327592000000000216e-01 1.893477595999999949e+03 6.794961246204422487e-05
0.000000000000000000e+00 0.000000000000000000e+00 8.153833978761188342e-05
0.000000000000000000e+00 0.000000000000000000e+00 7.761547125067034408e-05
0.000000000000000000e+00 0.000000000000000000e+00 8.217786781720753594e-05
0.000000000000000000e+00 0.000000000000000000e+00 7.810658106958485091e-05
4.475999999999999836e-04 2.169083900000000042e+01 7.941452329013391721e-05
3.367999999999999900e-03 4.406435999999999353e+02 7.033185088691134635e-05
5.342799999999999633e-02 1.352299100000000180e+03 6.646099517874684798e-05
7.706280000000000074e-02 1.569035350999999764e+03 8.308362114053747312e-05
9.813360000000000138e-02 1.989008443999999827e+03 7.423530591171888585e-05
1.165352000000000054e-01 1.753193756000000121e+03 8.573943407764645394e-05
1.362167999999999990e-01 1.535974236000000019e+03 8.717873167010267656e-05
1.498168000000000000e-01 1.163916236000000026e+03 9.872792009151204560e-05
1.592671999999999977e-01 1.326391776000000164e+03 1.173829643318268840e-04
1.714092000000000116e-01 1.453347470999999814e+03 1.060032138438459187e-04
1.798236000000000001e-01 1.661426519000000098e+03 1.415964669970665776e-04
1.919884000000000035e-01 1.318218159000000014e+03 1.511113564964626911e-04
1.985515999999999948e-01 1.550931358999999929e+03 1.753270603583689346e-04
2.024519999999999931e-01 1.587391100000000051e+03 1.840417260116265720e-04
2.128675999999999902e-01 1.392382438999999977e+03 2.101856982906113091e-04
2.154212000000000071e-01 1.030445191000000023e+03 2.309169332559266226e-04
2.212175999999999865e-01 1.419288063999999849e+03 2.170138575555560301e-04
0.000000000000000000e+00 0.000000000000000000e+00 2.393135285987638583e-04
0.000000000000000000e+00 0.000000000000000000e+00 2.271019014517646135e-04
4.800000000000000122e-05 7.995999999999998664e-01 2.180620098347813322e-04
5.119999999999999768e-05 6.736159999999999926e-01 2.025735006209037270e-04
3.999359999999999721e-02 2.026115743999999950e+03 2.224368494985687209e-04
8.158319999999999461e-02 1.548176236000000017e+03 2.065835145773943504e-04
1.072291999999999967e-01 1.164857670999999982e+03 2.268623404338972291e-04
1.382288000000000128e-01 1.362726816000000099e+03 2.444076500809430489e-04
1.595291999999999821e-01 1.376537671000000046e+03 2.424172901190496134e-04
1.726784000000000097e-01 1.305705584000000044e+03 2.323386240990291400e-04
1.886723999999999901e-01 1.086757239000000027e+03 2.274323282810533967e-04
2.036855999999999944e-01 1.291602203999999801e+03 2.372964739828540637e-04
2.167159999999999920e-01 1.528547899999999800e+03 2.620033900881105411e-04
2.275992000000000293e-01 1.178947996000000103e+03 2.725032283172611506e-04
2.363411999999999735e-01 1.167389390999999932e+03 2.589978746574630075e-04
2.436112000000000000e-01 1.366205216000000064e+03 2.645476247150505369e-04
2.543092000000000130e-01 1.119669470999999930e+03 3.007547491763760202e-04
2.585391999999999690e-01 1.072960896000000275e+03 3.247627915333796173e-04
2.657535999999999787e-01 1.041934543999999960e+03 2.730385871032601293e-04
2.687979999999999814e-01 1.061706975000000057e+03 3.380421458701734030e-04
2.746116000000000112e-01 9.973611589999999296e+02 3.654381480383151609e-04
0.000000000000000000e+00 0.000000000000000000e+00 3.597371693577600766e-04
0.000000000000000000e+00 0.000000000000000000e+00 3.531197350049624295e-04
0.000000000000000000e+00 0.000000000000000000e+00 3.508249374820255630e-04
4.288039999999999907e-02 1.280646598999999924e+03 3.718816240842292404e-04
8.160040000000000349e-02 1.479692998999999872e+03 3.451791185825286534e-04
1.157387999999999889e-01 1.552958590999999842e+03 3.801805111680367001e-04
1.482915999999999956e-01 1.280343558999999914e+03 3.377938307188757647e-04
1.722756000000000010e-01 1.265256279000000177e+03 3.462765388404184276e-04
1.898748000000000102e-01 1.299129030999999941e+03 3.629885777235355299e-04
2.136744000000000143e-01 1.063299404000000095e+03 3.304974248382560090e-04
2.283164000000000304e-01 1.190885318999999981e+03 3.621206171771964026e-04
2.419027999999999734e-01 1.098287951000000021e+03 3.496782382167296760e-04
2.530024000000000162e-01 1.078913963999999851e+03 2.974348272316932056e-04
2.642135999999999929e-01 1.064768843999999945e+03 3.470441816131010428e-04
2.729512000000000049e-01 9.187231159999998908e+02 3.313524871418930488e-04
2.811811999999999645e-01 9.465567909999999756e+02 3.853635438021750059e-04
2.895480000000000276e-01 1.282491100000000188e+03 4.110890424342301280e-04
2.960559999999999858e-01 1.110840399999999818e+03 3.621486856614814388e-04
3.026003999999999916e-01 1.022763998999999899e+03 4.129476102317184436e-04
3.084828000000000015e-01 9.108521510000000490e+02 4.632546722875405449e-04
3.152268000000000292e-01 9.431485110000002123e+02 4.644239750602883652e-04
0.000000000000000000e+00 0.000000000000000000e+00 4.475892176382037643e-04
0.000000000000000000e+00 0.000000000000000000e+00 4.127752171792472874e-04
0.000000000000000000e+00 0.000000000000000000e+00 4.250766336724882142e-04
6.800480000000000413e-02 1.172715856000000258e+03 4.305404380979871762e-04
1.086020000000000041e-01 1.513671974999999748e+03 4.173079421369882782e-04
1.424756000000000078e-01 1.234437278999999990e+03 4.364431707036386249e-04
1.716943999999999970e-01 1.228266303999999991e+03 4.433503586830307751e-04
1.988551999999999820e-01 1.166978955999999926e+03 4.529758068816245502e-04
2.206152000000000113e-01 1.000550556000000142e+03 4.180505855667046057e-04
2.375456000000000234e-01 9.703955039999999599e+02 4.357917064609052806e-04
2.552827999999999764e-01 1.031658151000000089e+03 4.221785998568708224e-04
2.683215999999999934e-01 1.183553584000000001e+03 4.236305500995194654e-04
2.816652000000000045e-01 9.747624309999999923e+02 4.283160265046867749e-04
2.919643999999999573e-01 9.745230790000000525e+02 4.490186711142711193e-04
3.021539999999999782e-01 9.393967750000000478e+02 4.457428465870822321e-04
3.100648000000000293e-01 1.034455755999999838e+03 4.465245695172405057e-04
3.203436000000000061e-01 1.020627118999999993e+03 4.864929824731094765e-04
3.245631999999999961e-01 9.508175360000000182e+02 4.330734976888355836e-04
3.322408000000000028e-01 9.209115960000000314e+02 4.909542076442921033e-04
3.385427999999999771e-01 1.003789550999999733e+03 4.798851962011638130e-04
3.453131999999999868e-01 9.992689110000000028e+02 4.459518852767682196e-04
0.000000000000000000e+00 0.000000000000000000e+00 4.442477621968939690e-04
0.000000000000000000e+00 0.000000000000000000e+00 4.756702385692421924e-04
4.432400000000000229e-02 1.384703900000000203e+03 4.444425328596751375e-04
8.639880000000001170e-02 1.428066990999999916e+03 4.351539928051776675e-04
1.276660000000000017e-01 1.121805774999999812e+03 5.767724509121552974e-04
1.627387999999999890e-01 1.152271590999999944e+03 4.363702170333833420e-04
1.913508000000000153e-01 1.236976870999999846e+03 4.805848445407264065e-04
2.164076000000000055e-01 1.191108639000000039e+03 5.803992472226264824e-04
2.417943999999999927e-01 1.150381804000000102e+03 4.725321040892230349e-04
2.607387999999999928e-01 9.744175910000000158e+02 4.129016497305317696e-04
2.760335999999999901e-01 9.628869439999999713e+02 4.720366805504736191e-04
2.909708000000000294e-01 1.000636670999999978e+03 4.722427347244372649e-04
3.057828000000000213e-01 9.687021510000000717e+02 5.137024855490433502e-04
3.152860000000000107e-01 1.052866774999999961e+03 5.010026444813546346e-04
3.247780000000000111e-01 9.348119750000000749e+02 4.837522746937572148e-04
3.343528000000000056e-01 8.874120759999999564e+02 4.813751789863578850e-04
3.422136000000000067e-01 1.002728843999999981e+03 5.136978364312498081e-04
3.503352000000000133e-01 9.544157560000001013e+02 4.426004662914853746e-04
3.550200000000000022e-01 8.412234999999999445e+02 5.186936178451023120e-04
3.645135999999999932e-01 8.511453440000000228e+02 5.658349645635428384e-04
3.698043999999999776e-01 8.098918789999999035e+02 4.578671248642514650e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.907788470156694364e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.106068197095339030e-04
5.627920000000000145e-02 1.415452796000000035e+03 5.387193583156825753e-04
9.789679999999999216e-02 1.298417436000000180e+03 5.198221985009758269e-04
1.415127999999999941e-01 1.132310476000000335e+03 4.957529868373954573e-04
1.769311999999999829e-01 1.081790416000000050e+03 4.982618683329818584e-04
2.082019999999999982e-01 1.183303975000000037e+03 5.413682891672631304e-04
2.335195999999999938e-01 1.148520598999999947e+03 5.119165881175736935e-04
2.563291999999999793e-01 1.110591671000000133e+03 5.011611706559188344e-04
2.764532000000000100e-01 9.477773109999999406e+02 5.489663438189618149e-04
2.941536000000000151e-01 9.682065440000000081e+02 6.146154313043715543e-04
3.093480000000000119e-01 9.434590999999999212e+02 4.938132439155651105e-04
3.217836000000000030e-01 9.760143189999998867e+02 5.059511890849854431e-04
3.335268000000000121e-01 9.853115109999999959e+02 5.109825362249792360e-04
3.450771999999999728e-01 9.803007509999999911e+02 4.786734805551568547e-04
3.519195999999999991e-01 8.812345990000000029e+02 5.083274725912929632e-04
3.622043999999999819e-01 8.307438789999999926e+02 5.707999349696834699e-04
3.707887999999999740e-01 8.911212159999998903e+02 5.545323842940989801e-04
3.773895999999999917e-01 9.857873239999998987e+02 5.847704404126674626e-04
3.835187999999999930e-01 8.956437909999999647e+02 4.798881868415721453e-04
3.889340000000000019e-01 8.754887750000001461e+02 5.482302793779193729e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.294882989982512304e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.649406803403408082e-04
6.277240000000000597e-02 1.417478239000000031e+03 5.559581941642679484e-04
1.094952000000000009e-01 1.382603356000000076e+03 6.024050883270873737e-04
1.494332000000000160e-01 1.116935111000000006e+03 5.907512332083873167e-04
1.885551999999999784e-01 1.075599455999999918e+03 4.669404634411774679e-04
2.223136000000000001e-01 1.278487344000000121e+03 5.359793141930916955e-04
2.488847999999999894e-01 9.869510560000001078e+02 5.427929655729718961e-04
2.694367999999999763e-01 1.079529535999999780e+03 4.952273354093176096e-04
2.911679999999999824e-01 1.008903599999999983e+03 5.286207571555949936e-04
3.086728000000000249e-01 9.251548759999999447e+02 5.509156933166699374e-04
3.244531999999999972e-01 9.885053110000000061e+02 5.089651854012560914e-04
3.377603999999999607e-01 8.875041989999999714e+02 5.443721647534224915e-04
3.492003999999999664e-01 9.800609989999999243e+02 4.693769529773560720e-04
3.604315999999999631e-01 9.961227589999999736e+02 5.782036595661583156e-04
3.695188000000000361e-01 9.619097909999999274e+02 5.545215733883699727e-04
3.790340000000000376e-01 8.637327750000001743e+02 5.540744969302327429e-04
3.865396000000000387e-01 9.071731990000000678e+02 5.326348663226272793e-04
3.942872000000000043e-01 8.132344759999999724e+02 4.815532054058050651e-04
4.005371999999999821e-01 8.590693509999999833e+02 5.483472792152710483e-04
4.077972000000000263e-01 8.327239510000000564e+02 5.665128342880892693e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.103999383848031608e-04
0.000000000000000000e+00 0.000000000000000000e+00 6.494198298101688588e-04
7.014439999999999564e-02 1.638850678999999900e+03 6.558411607050184094e-04
1.163667999999999925e-01 1.495686110999999983e+03 6.003224509419560068e-04
1.614307999999999854e-01 1.312764071000000058e+03 5.327727083990520252e-04
1.992236000000000007e-01 1.053613518999999997e+03 5.697755599451413732e-04
2.316340000000000066e-01 9.957517749999998387e+02 4.952869365167115664e-04
2.599119999999999764e-01 1.051919599999999946e+03 5.125053048423132982e-04
2.835215999999999847e-01 1.036215584000000035e+03 5.098523584586243116e-04
3.039308000000000010e-01 9.704430710000000317e+02 5.970792608798453213e-04
3.224491999999999914e-01 9.434898709999999937e+02 5.553990162626568430e-04
3.380728000000000066e-01 8.882708759999999302e+02 5.574714734429945823e-04
3.503651999999999878e-01 8.293854309999999259e+02 5.315979970815585664e-04
3.643643999999999772e-01 8.584410790000000588e+02 5.725860202951125241e-04
3.746380000000000265e-01 8.699209749999999985e+02 5.714134950431128384e-04
3.842508000000000035e-01 8.421118710000000647e+02 5.538080876312748840e-04
3.933400000000000230e-01 8.025834999999999582e+02 5.961900479320410631e-04
4.012724000000000291e-01 9.160902390000001105e+02 5.653239836863519462e-04
4.092047999999999797e-01 8.771078559999998561e+02 6.014573878982638682e-04
4.160140000000000504e-01 7.744077750000001288e+02 6.281697347721826958e-04
4.214448000000000083e-01 8.046934559999999692e+02 5.266703187242823426e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.980236939830117261e-04
0.000000000000000000e+00 0.000000000000000000e+00 6.068669161999394428e-04
7.394520000000000259e-02 1.847532231000000138e+03 5.510279501496221158e-04
1.238079999999999875e-01 1.082407599999999775e+03 6.046379167391488854e-04
1.685008000000000061e-01 1.186312496000000010e+03 6.398622022479400146e-04
2.071583999999999925e-01 1.153281184000000167e+03 6.041102627388896060e-04
2.407976000000000005e-01 9.733839639999998781e+02 5.559918548226554062e-04
2.690695999999999644e-01 1.078037724000000253e+03 6.115084492712521188e-04
2.920543999999999918e-01 9.219615039999999908e+02 5.638052721940280728e-04
3.135736000000000079e-01 9.849376440000000912e+02 5.981834272296316247e-04
3.308603999999999989e-01 8.824561989999999696e+02 5.208256345116060596e-04
3.492011999999999894e-01 9.701189909999999372e+02 6.230523235837010908e-04
3.638368000000000158e-01 9.277855359999998655e+02 5.529130627358417325e-04
3.753568000000000460e-01 8.404583360000000312e+02 6.066708048965935123e-04
3.864367999999999692e-01 8.190935359999999719e+02 5.729456014594637740e-04
3.965947999999999696e-01 9.036298309999999674e+02 5.873132851007300311e-04
4.055864000000000136e-01 8.491928440000000364e+02 6.016608954545124696e-04
4.143988000000000116e-01 7.651949910000000727e+02 5.497126557769007162e-04
4.223812000000000122e-01 7.681267910000001393e+02 5.707569283070415425e-04
4.288020000000000165e-01 8.249009749999999030e+02 6.073663527229364962e-04
4.348460000000000103e-01 8.287737750000000005e+02 5.543894881192285972e-04
0.000000000000000000e+00 0.000000000000000000e+00 6.260454430627247335e-04
0.000000000000000000e+00 0.000000000000000000e+00 4.979971902355515099e-04
7.805479999999999363e-02 1.989390230999999858e+03 5.942202686282818495e-04
1.303903999999999896e-01 1.316015423999999939e+03 6.547610269740095209e-04
1.750460000000000071e-01 1.263866775000000189e+03 6.160321800602023981e-04
2.153768000000000071e-01 1.080922636000000011e+03 6.030766401938771016e-04
2.492208000000000201e-01 1.110567296000000169e+03 7.133219522631028403e-04
2.773164000000000184e-01 9.344543190000000550e+02 6.258289483064005676e-04
3.017859999999999987e-01 9.816827749999998787e+02 5.694970558798815316e-04
3.233132000000000228e-01 8.994149109999999609e+02 6.057617102742904628e-04
3.417555999999999927e-01 9.585776789999999892e+02 6.028174977138488254e-04
3.569708000000000325e-01 7.715846710000000712e+02 6.348109881905582199e-04
3.735792000000000002e-01 9.258012960000000930e+02 5.868863375892855241e-04
3.865651999999999977e-01 8.442064310000000660e+02 5.154627513916281226e-04
3.964791999999999761e-01 8.815887960000001158e+02 5.928461717702116157e-04
4.077479999999999993e-01 8.466711000000000240e+02 6.105032976431269210e-04
4.175036000000000302e-01 7.895029189999999062e+02 5.612563538639031265e-04
4.254611999999999838e-01 8.138285909999999603e+02 5.612623418877227570e-04
4.334712000000000565e-01 7.560963159999998879e+02 5.647169085603550350e-04
4.400083999999999662e-01 7.999765589999999520e+02 6.692472640294944326e-04
4.464264000000000010e-01 9.076676439999999957e+02 6.724760706568121919e-04
0.000000000000000000e+00 0.000000000000000000e+00 6.199666294356013033e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.687768972809499569e-04
8.286639999999999284e-02 1.483656444000000192e+03 5.281095575166894120e-04
1.356875999999999916e-01 1.379055038999999852e+03 5.784744833285821721e-04
1.812623999999999902e-01 1.140563664000000017e+03 6.459909816852666461e-04
2.201371999999999773e-01 1.277693350999999893e+03 6.460882105422280320e-04
2.545255999999999630e-01 9.388474039999999832e+02 5.979202192837349905e-04
2.850519999999999721e-01 1.030149100000000089e+03 5.497801675843937749e-04
3.103271999999999697e-01 8.418688759999998865e+02 6.082379534251998714e-04
3.309271999999999769e-01 9.725628759999999602e+02 5.725725617340540535e-04
3.512467999999999702e-01 7.981633110000000215e+02 6.156423623161293678e-04
3.682871999999999812e-01 8.637684760000000779e+02 5.776723724997147704e-04
3.817608000000000112e-01 8.492863960000001953e+02 5.978701160213577975e-04
3.945947999999999678e-01 8.956818309999999883e+02 5.765540205909702905e-04
4.057239999999999736e-01 7.642378999999998541e+02 6.191991466617483572e-04
4.173495999999999873e-01 9.382321240000001126e+02 6.091124850568853692e-04
4.273207999999999451e-01 7.498587960000000976e+02 5.951926087189604673e-04
4.345620000000000038e-01 7.746629749999999603e+02 5.650211431729178268e-04
4.441347999999999963e-01 8.466954309999999850e+02 6.277063582049621218e-04
4.505147999999999930e-01 7.484286309999999958e+02 6.109170630322692834e-04
4.578184000000000142e-01 7.632138840000001210e+02 5.427810286325252713e-04
0.000000000000000000e+00 0.000000000000000000e+00 6.155832540241950755e-04
0.000000000000000000e+00 0.000000000000000000e+00 5.632797797153944351e-04
8.684680000000000177e-02 1.692619311000000152e+03 6.363655131183840012e-04
1.379412000000000138e-01 1.438051390999999740e+03 5.518998047255742724e-04
1.861488000000000032e-01 1.146223615999999993e+03 6.096795222068495008e-04
2.272088000000000163e-01 1.047177515999999969e+03 5.939863288190101211e-04
2.615532000000000412e-01 1.159033310999999912e+03 5.320879348562321297e-04
2.915003999999999929e-01 9.765369990000000371e+02 5.953439671629459987e-04
3.165835999999999650e-01 7.944563190000000077e+02 6.460625948778007553e-04
3.386596000000000051e-01 8.226277989999999818e+02 5.573739882578895898e-04
